日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-04-09,603210,30.02,30.44,39.5,30.0,571890,1937773258.0,110.47,253.95,21.84,77.72
2025-04-10,603210,30.66,30.03,35.68,29.81,458909,1486085072.0,19.28,-1.35,-0.41,62.36
2025-04-11,603210,26.48,24.78,26.69,24.62,409818,1044817474.0,6.89,-17.48,-5.25,55.69
2025-04-14,603210,25.05,24.12,25.07,24.01,255623,623946419.0,4.28,-2.66,-0.66,34.74
2025-04-15,603210,24.03,23.57,24.96,23.38,239575,577074228.0,6.55,-2.28,-0.55,32.56
2025-04-16,603210,23.02,22.1,23.14,22.02,216814,485586562.0,4.75,-6.24,-1.47,29.46
2025-04-17,603210,21.65,21.47,22.2,21.44,171161,371854751.0,3.44,-2.85,-0.63,23.26
2025-04-18,603210,21.5,21.1,21.77,20.86,146325,311315708.0,4.24,-1.72,-0.37,19.88
2025-04-21,603210,21.01,21.53,21.55,20.93,124372,265791766.0,2.94,2.04,0.43,16.9
