日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2019-12-17,002970,20.11,24.67,24.67,20.11,1234,6733150.0,27.96,51.26,8.36,0.57
2019-12-18,002970,27.4,27.4,27.4,27.4,385,2318578.0,0.0,11.07,2.73,0.18
2019-12-19,002970,30.41,30.41,30.41,30.41,444,2936744.0,0.0,10.99,3.01,0.21
2019-12-20,002970,33.72,33.72,33.72,33.72,1342,9773130.0,0.0,10.88,3.31,0.62
2019-12-23,002970,37.36,37.36,37.36,37.36,2214,17736273.0,0.0,10.79,3.64,1.02
2019-12-24,002970,41.37,41.37,41.37,41.37,7013,61801463.0,0.0,10.73,4.01,3.25
2019-12-25,002970,45.77,45.77,45.77,45.16,48617,471091408.0,1.47,10.64,4.4,22.51
2019-12-26,002970,50.62,50.62,50.62,50.62,4700,50107241.0,0.0,10.6,4.85,2.18
2019-12-27,002970,55.95,55.95,55.95,51.81,142975,1641903856.0,8.18,10.53,5.33,66.19
2019-12-30,002970,53.31,55.3,56.01,51.31,92728,1052290112.0,8.4,-1.16,-0.65,42.93
2019-12-31,002970,57.81,58.6,61.1,57.41,107187,1333401808.0,6.67,5.97,3.3,49.62
2020-01-02,002970,60.81,64.73,64.73,60.81,70892,929470832.0,6.69,10.46,6.13,32.82
2020-01-03,002970,69.25,69.8,71.48,68.25,87227,1275468416.0,4.99,7.83,5.07,40.38
2020-01-06,002970,67.91,72.88,74.52,66.75,68139,983542416.0,11.13,4.41,3.08,31.55
2020-01-07,002970,67.91,69.33,72.88,67.91,51916,757994816.0,6.82,-4.87,-3.55,24.04
2020-01-08,002970,70.83,72.6,74.76,70.81,52785,792535168.0,5.7,4.72,3.27,24.44
2020-01-09,002970,79.93,73.07,80.13,72.38,73929,1173784048.0,10.67,0.65,0.47,34.23
2020-01-10,002970,74.25,73.51,75.32,72.51,50096,766077472.0,3.85,0.6,0.44,23.19
2020-01-13,002970,73.81,76.81,77.44,71.81,42454,655676528.0,7.66,4.49,3.3,19.65
2020-01-14,002970,76.81,75.44,78.67,74.62,38828,614062928.0,5.27,-1.78,-1.37,17.98
2020-01-15,002970,74.1,73.68,75.44,72.57,31245,479558560.0,3.8,-2.33,-1.76,14.47
2020-01-16,002970,76.31,78.67,81.3,73.9,48460,771402944.0,10.04,6.77,4.99,22.44
2020-01-17,002970,77.54,74.23,78.65,73.81,38371,606104752.0,6.15,-5.64,-4.44,17.76
2020-01-20,002970,72.31,71.12,73.56,69.11,36975,544650256.0,5.99,-4.19,-3.11,17.12
2020-01-21,002970,70.62,70.69,72.6,69.9,22076,325539904.0,3.8,-0.6,-0.43,10.22
2020-01-22,002970,70.01,73.8,74.41,69.85,32956,491809872.0,6.45,4.4,3.11,15.26
2020-01-23,002970,72.21,66.15,72.21,66.15,36409,520629232.0,8.21,-10.37,-7.65,16.86
2020-02-03,002970,59.27,59.27,59.27,59.27,3718,46073456.0,0.0,-10.4,-6.88,1.72
2020-02-04,002970,56.26,61.71,63.03,56.26,39474,493676672.0,11.42,4.12,2.44,18.27
2020-02-05,002970,60.87,61.89,65.56,60.42,37511,493361392.0,8.33,0.29,0.18,17.37
2020-02-06,002970,61.06,65.36,66.58,60.91,31099,415417904.0,9.16,5.61,3.47,14.4
2020-02-07,002970,64.8,65.34,66.89,64.65,19351,264035958.0,3.43,-0.03,-0.02,8.96
2020-02-10,002970,64.06,65.21,65.4,61.71,22900,304220672.0,5.65,-0.2,-0.13,10.6
2020-02-11,002970,64.81,63.56,64.94,63.32,12728,169990003.0,2.48,-2.53,-1.65,5.89
2020-02-12,002970,63.56,68.28,69.81,63.31,30512,428248912.0,10.23,7.43,4.72,14.13
2020-02-13,002970,67.64,68.06,70.25,66.31,22981,325803376.0,5.77,-0.32,-0.22,10.64
2020-02-14,002970,67.41,66.55,68.79,65.11,17935,250466404.0,5.41,-2.22,-1.51,8.3
2020-02-17,002970,67.3,70.46,71.04,67.3,21442,310257712.0,5.62,5.88,3.91,9.93
2020-02-18,002970,70.11,72.38,73.18,69.47,22638,335496912.0,5.27,2.72,1.92,10.48
2020-02-19,002970,71.56,74.81,75.75,71.42,28393,434613056.0,5.98,3.36,2.43,13.14
2020-02-20,002970,75.31,75.66,76.81,73.46,21383,332462560.0,4.48,1.14,0.85,9.9
2020-02-21,002970,75.06,72.33,75.66,72.07,26070,398606688.0,4.74,-4.4,-3.33,12.07
2020-02-24,002970,71.06,79.83,79.83,70.93,42853,692955664.0,12.3,10.37,7.5,19.84
2020-02-25,002970,79.96,83.81,84.81,76.9,39096,656886224.0,9.91,4.99,3.98,18.1
2020-02-26,002970,80.81,75.16,82.31,75.16,30704,496332288.0,8.53,-10.32,-8.65,14.21
2020-02-27,002970,75.06,73.26,75.81,70.31,24046,363691600.0,7.32,-2.53,-1.9,11.13
2020-02-28,002970,69.46,65.66,69.81,65.66,23598,330948752.0,5.66,-10.37,-7.6,10.92
2020-03-02,002970,66.31,69.3,70.61,64.82,20965,294371072.0,8.82,5.54,3.64,9.71
2020-03-03,002970,70.3,69.06,72.75,68.46,16629,244141226.0,6.19,-0.35,-0.24,7.7
2020-03-04,002970,67.56,67.38,69.75,65.66,13535,189848167.0,5.92,-2.43,-1.68,6.27
2020-03-05,002970,68.85,66.01,69.24,64.9,16925,233796145.0,6.44,-2.03,-1.37,7.84
2020-03-06,002970,64.31,64.8,66.81,63.82,11688,159208781.0,4.53,-1.83,-1.21,5.41
2020-03-09,002970,62.86,59.81,63.56,59.81,18110,231869269.0,5.79,-7.7,-4.99,8.38
2020-03-10,002970,59.31,63.86,64.31,59.31,19971,258167756.0,8.36,6.77,4.05,9.25
2020-03-11,002970,64.17,61.06,65.06,61.06,13870,182465215.0,6.26,-4.38,-2.8,6.42
2020-03-12,002970,59.61,59.25,60.81,57.96,14126,174141308.0,4.67,-2.96,-1.81,6.54
2020-03-13,002970,55.14,57.31,58.88,54.31,20299,239446441.0,7.71,-3.27,-1.94,9.4
2020-03-16,002970,57.81,53.36,59.42,52.82,19864,236928161.0,11.52,-6.89,-3.95,9.2
2020-03-17,002970,54.78,58.26,58.28,52.86,21024,246595512.0,10.16,9.18,4.9,9.73
2020-03-18,002970,58.8,54.66,58.88,54.36,17383,207100240.0,7.76,-6.18,-3.6,8.05
2020-03-19,002970,54.83,54.76,55.6,53.5,15720,180375070.0,3.84,0.18,0.1,7.28
2020-03-20,002970,55.36,55.65,56.71,54.38,12929,150551563.0,4.25,1.63,0.89,5.99
2020-03-23,002970,53.81,49.81,53.81,49.81,18700,202469721.0,7.19,-10.49,-5.84,8.66
2020-03-24,002970,51.06,48.43,51.25,45.7,26851,273469216.0,11.14,-2.77,-1.38,12.43
2020-03-25,002970,49.55,49.49,50.54,48.56,16012,167272041.0,4.09,2.19,1.06,7.41
2020-03-26,002970,48.68,48.95,51.16,48.33,13195,137493480.0,5.72,-1.09,-0.54,6.11
2020-03-27,002970,49.68,46.81,49.81,46.71,14014,141216325.0,6.33,-4.37,-2.14,6.49
2020-03-30,002970,45.71,45.43,46.66,42.56,24694,231254203.0,8.76,-2.95,-1.38,11.43
2020-03-31,002970,46.2,46.23,46.65,44.56,18057,174862735.0,4.6,1.76,0.8,8.36
2020-04-01,002970,45.95,45.53,47.6,45.36,12581,123351042.0,4.85,-1.51,-0.7,5.82
2020-04-02,002970,45.81,47.51,47.64,45.31,13969,137715567.0,5.12,4.35,1.98,6.47
2020-04-03,002970,47.41,45.81,48.3,45.78,13146,129304142.0,5.3,-3.58,-1.7,6.09
2020-04-07,002970,47.4,47.17,47.5,46.53,12734,126642831.0,2.12,2.97,1.36,5.9
2020-04-08,002970,46.81,46.8,47.55,46.31,9932,98367027.0,2.63,-0.78,-0.37,4.6
2020-04-09,002970,47.21,47.58,48.59,46.8,13915,140101362.0,3.82,1.67,0.78,6.44
2020-04-10,002970,47.46,45.26,47.53,44.66,15702,152152765.0,6.03,-4.88,-2.32,7.27
2020-04-13,002970,44.82,44.17,45.06,44.01,8055,75801617.0,2.32,-2.41,-1.09,3.73
2020-04-14,002970,44.79,45.6,46.79,44.79,14784,143094383.0,4.53,3.24,1.43,6.84
2020-04-15,002970,46.17,48.15,49.99,45.91,26825,272863744.0,8.95,5.59,2.55,12.42
2020-04-16,002970,48.3,48.88,49.86,46.86,17037,174160742.0,6.23,1.52,0.73,7.89
2020-04-17,002970,50.03,47.64,51.84,47.64,26126,274548656.0,8.59,-2.54,-1.24,12.1
2020-04-20,002970,50.81,49.41,51.09,48.31,36455,381780592.0,5.84,3.72,1.77,16.88
2020-04-21,002970,49.43,48.77,49.48,48.06,16903,173602538.0,2.87,-1.3,-0.64,7.83
2020-04-22,002970,48.82,48.27,48.82,47.76,17573,179081342.0,2.17,-1.03,-0.5,8.14
2020-04-23,002970,48.51,47.45,48.78,47.43,11607,117406004.0,2.8,-1.7,-0.82,5.37
2020-04-24,002970,47.21,44.5,47.26,44.31,18354,176744615.0,6.22,-6.22,-2.95,8.5
2020-04-27,002970,44.71,43.91,44.81,43.4,8793,82235021.0,3.17,-1.33,-0.59,4.07
2020-04-28,002970,43.56,43.8,44.35,40.82,15050,136593013.0,8.04,-0.25,-0.11,6.97
2020-04-29,002970,43.33,45.46,45.97,43.21,14493,138170994.0,6.3,3.79,1.66,6.71
2020-04-30,002970,46.56,50.27,50.27,46.56,30028,309606624.0,8.16,10.58,4.81,13.9
2020-05-06,002970,51.31,52.46,52.92,49.56,29171,315648416.0,6.68,4.36,2.19,13.51
2020-05-07,002970,52.31,53.1,54.2,51.35,21639,240539114.0,5.43,1.22,0.64,10.02
2020-05-08,002970,52.98,53.38,54.26,52.41,16415,183931812.0,3.48,0.53,0.28,7.6
2020-05-11,002970,54.35,52.76,56.11,52.32,26968,305496432.0,7.1,-1.16,-0.62,12.49
2020-05-12,002970,52.97,53.61,55.1,52.88,20782,235399309.0,4.21,1.61,0.85,9.62
2020-05-13,002970,53.06,54.48,55.06,52.86,17089,194010047.0,4.1,1.62,0.87,7.91
2020-05-14,002970,54.69,57.2,58.31,54.68,29648,353221008.0,6.66,4.99,2.72,13.73
2020-05-15,002970,58.31,57.49,59.81,55.91,19597,235433437.0,6.82,0.51,0.29,9.07
2020-05-18,002970,57.31,52.8,57.31,52.58,26806,306808304.0,8.23,-8.16,-4.69,12.41
2020-05-19,002970,53.36,55.41,56.25,52.76,18440,211752566.0,6.61,4.94,2.61,8.54
2020-05-20,002970,55.41,54.77,56.95,54.51,14788,172038449.0,4.4,-1.16,-0.64,6.85
2020-05-21,002970,54.71,51.89,55.03,51.01,34073,187019862.0,7.34,-5.26,-2.88,7.89
2020-05-22,002970,52.68,49.12,52.68,48.92,34555,182279814.0,7.25,-5.34,-2.77,8.0
2020-05-25,002970,48.71,46.81,50.0,46.21,32305,161377309.0,7.72,-4.7,-2.31,7.48
2020-05-26,002970,47.31,51.72,51.72,47.31,44532,236269699.0,9.42,10.49,4.91,10.31
2020-05-27,002970,52.21,49.5,53.17,48.73,56592,301960512.0,8.58,-4.29,-2.22,13.1
2020-05-28,002970,50.03,48.39,50.66,47.23,36655,186233110.0,6.93,-2.24,-1.11,8.48
